Age; Workclass; Education; Years of Education; Marital Status; Occupation; Relationship; Race; Sex; Hours Work per Week; Income
18;4;2;7;5;6;2;2;0;25;0
43;4;13;14;3;10;1;2;0;40;1
36;4;16;10;7;12;2;2;1;20;0
37;1;12;9;1;3;2;2;0;40;0
24;4;9;11;5;3;4;2;0;20;0
24;4;12;9;5;14;2;2;0;40;0
38;4;10;13;3;8;1;2;0;70;0
48;4;10;13;3;4;1;1;0;40;1
75;4;4;2;3;8;3;1;1;16;0
43;6;10;13;1;10;2;2;0;70;1
64;4;10;13;1;4;2;2;1;50;0
67;?;11;16;3;;1;2;0;5;1
36;4;12;9;1;12;2;2;1;40;0
53;4;16;10;3;13;1;2;0;40;0
22;4;16;10;5;10;2;1;0;20;0
73;6;12;9;5;8;2;2;1;36;0
46;4;12;9;1;1;2;2;1;40;0
45;4;12;9;3;3;1;2;0;40;0
43;4;12;9;3;3;1;2;0;40;1
20;4;12;9;5;1;4;1;0;20;0
43;1;16;10;1;6;2;4;0;40;0
21;4;3;8;5;1;3;1;0;48;0
40;4;12;9;6;12;5;1;1;25;0
36;4;10;13;3;10;1;2;0;40;1
64;5;10;13;1;12;2;2;0;45;0
19;?;16;10;5;;4;2;1;40;0
46;4;16;10;3;10;1;2;0;38;1
46;2;13;14;1;4;5;2;1;65;1
41;2;10;13;5;10;2;2;1;70;0
29;?;16;10;1;;5;2;1;8;0
28;4;16;10;5;1;3;2;1;40;0
23;4;16;10;3;12;1;2;0;45;0
30;1;10;13;5;11;2;2;1;60;1
44;4;10;13;4;1;2;2;1;40;0
27;4;12;9;3;14;1;2;0;45;1
25;4;12;9;5;8;5;2;1;34;0
29;4;1;6;3;3;1;2;0;40;0
54;4;12;9;3;7;1;2;0;40;1
27;4;10;13;5;5;2;2;0;65;0
34;4;12;9;3;3;1;2;0;35;0
38;4;16;10;3;12;1;2;0;50;0
24;?;12;9;5;;3;3;1;40;0
56;4;13;14;3;10;6;2;1;40;1
35;5;12;9;3;12;1;2;0;62;0
23;?;9;11;5;;2;3;1;30;0
23;4;16;10;5;3;2;2;0;40;0
19;4;16;10;5;12;4;1;1;20;0
42;4;15;15;3;10;1;2;0;35;1
46;4;10;13;3;4;1;2;0;45;1
48;5;12;9;1;12;5;4;1;84;0
27;4;12;9;5;12;2;2;0;40;0
22;?;8;12;5;;3;2;0;15;0
49;5;16;10;3;12;1;2;0;70;1
23;4;16;10;5;8;4;2;0;20;0
24;4;12;9;5;8;4;2;0;40;0
34;4;12;9;5;7;4;4;0;40;0
25;1;12;9;5;14;4;2;0;40;0
33;6;16;10;3;3;1;2;0;50;0
22;4;8;12;5;1;4;2;1;27;0
54;2;12;9;5;1;2;2;1;30;0
39;5;13;14;5;10;2;2;1;40;0
25;4;10;13;5;10;2;2;1;40;0
75;5;12;9;3;1;1;2;0;26;0
28;6;12;9;5;7;3;1;0;30;0
50;4;10;13;1;12;2;2;1;50;0
62;6;10;13;3;3;1;2;0;55;1
40;4;12;9;3;7;1;2;0;40;0
58;2;10;13;5;10;2;2;1;37;0
24;1;8;12;3;4;6;2;1;40;0
21;4;12;9;5;8;3;2;1;30;0
40;4;10;13;3;4;1;2;0;50;1
45;4;9;11;3;10;1;2;0;42;1
48;4;12;9;3;4;1;2;0;60;0
34;4;12;9;5;14;2;2;0;70;0
23;4;12;9;5;9;5; Other;1;40;0
43;2;13;14;5;4;2;2;1;50;1
42;2;16;10;5;3;2;2;0;40;0
39;6;10;13;3;10;1;2;0;50;1
52;5;12;9;3;5;1;2;0;60;0
21;?;16;10;5;;2;2;1;35;0
56;6;10;13;5;4;2;2;1;60;0
48;1;12;9;3;1;6;2;1;40;1
37;6;12;9;1;4;2;4;1;70;1
25;4;12;9;3;3;1;2;0;35;0
40;4;10;13;3;6;4;2;0;40;1
34;4;2;7;5;7;4;1;0;45;0
52;4;12;9;1;8;2;2;0;40;0
41;4;10;13;3;13;1;2;0;42;1
36;2;12;9;5;8;2;2;0;40;0
21;4;9;11;5;3;4;2;0;40;0
28;4;10;13;5;10;2;2;1;40;0
31;6;10;13;3;4;1;2;0;60;1
20;4;16;10;5;1;4;2;0;9;0
68;4;12;9;3;10;1;2;0;40;1
35;4;12;9;3;14;1;2;0;40;0
32;4;12;9;5;7;4;1;0;40;0
64;4;13;14;3;4;1;2;0;50;1
17;4;1;6;5;6;4;2;1;23;0
25;4;10;13;5;10;2;2;0;20;0
74;?;12;9;7;;2;2;1;25;0
31;4;9;11;3;7;1;2;0;40;0
51;7;11;16;3;4;1;2;0;40;1
67;4;12;9;3;12;1;2;0;10;0
42;4;12;9;5;3;2;2;0;40;0
29;4;12;9;5;8;2;2;0;40;0
31;4;12;9;3;7;1;1;0;40;0
21;4;12;9;3;3;1;2;0;37;0
67;4;1;6;3;14;1;2;0;16;0
41;7;12;9;1;11;2;2;0;40;1
27;4;10;13;5;13;2;2;1;36;0
51;4;3;8;1;14;5;2;0;50;0
21;?;2;7;3;;6;2;1;40;0
28;4;12;9;3;3;1;2;0;46;0
21;4;16;10;5;3;4;2;0;40;0
28;4;9;11;3;7;1;2;0;40;1
29;4;12;9;3;8;1;2;0;35;0
39;5;12;9;3;4;1;2;0;70;0
21;4;10;13;5;1;2;2;0;40;0
43;4;9;11;3;3;1;2;0;40;0
44;6;12;9;5;3;2;2;0;40;1
28;4;2;7;3;14;1;2;0;50;0
31;4;7;5;5;12;2;2;0;43;1
18;?;12;9;5;;4;2;0;30;0
27;4;16;10;3;1;6;3;1;45;0
34;7;16;10;3;11;1;2;0;40;0
25;4;12;9;5;13;2;2;0;40;0
34;4;10;13;3;13;1;2;0;40;0
43;2;12;9;3;3;1;2;0;40;1
40;5;13;14;3;3;1;2;0;50;0
21;4;12;9;5;8;5;1;1;35;0
25;4;16;10;1;4;5;2;1;25;0
21;4;12;9;5;1;2;2;1;40;0
19;6;16;10;5;14;4;2;0;30;0
49;5;8;12;3;3;1;2;0;40;1
20;4;16;10;5;8;4;2;0;20;0
36;4;2;7;3;14;1;2;0;47;0
32;4;16;10;6;4;5;1;1;40;0
23;4;16;10;5;1;4;2;0;32;0
21;4;16;10;5;12;4;2;0;10;0
25;4;10;13;5;4;4;2;0;40;0
26;4;5;3;5;14;2;2;0;40;0
24;4;10;13;5;12;4;2;1;40;0
22;4;16;10;5;10;5;2;1;20;0
26;4;12;9;3;8;6;2;1;40;0
22;4;7;5;5;7;5;2;0;40;0
41;2;10;13;3;11;1;2;0;40;1
18;4;12;9;3;1;6;2;1;40;0
24;4;10;13;5;12;4;2;0;40;0
38;4;12;9;3;3;1;2;0;48;0
36;4;10;13;5;1;2;2;1;17;0
45;2;13;14;1;10;4;2;1;55;0
38;2;16;10;3;13;1;2;0;40;1
38;4;12;9;3;3;1;2;0;50;1
34;6;12;9;5;5;2;2;0;40;0
53;2;8;12;5;1;2;1;0;40;0
32;4;9;11;3;10;6;2;1;40;1
17;4;2;7;5;12;4;1;1;30;0
45;7;10;13;3;4;1;2;0;40;1
31;2;12;9;3;11;1;2;0;48;0
47;7;11;16;3;10;1;2;0;45;0
27;4;12;9;5;12;2;2;0;50;0
61;1;16;10;3;1;6;2;1;30;0
33;4;12;9;3;14;1;2;0;40;0
67;4;12;9;6;7;3;2;1;40;0
38;4;10;13;6;3;2;2;0;40;0
25;4;12;9;1;12;5;2;1;40;0
33;2;5;3;5;8;5; Other;1;40;0
27;4;12;9;3;1;6;2;1;40;0
45;4;12;9;3;3;1;2;0;60;1
24;4;10;13;5;1;3;4;1;40;0
23;4;9;11;5;13;2;2;0;40;0
48;4;16;10;1;1;5;2;1;40;0
61;1;16;10;3;1;1;2;0;40;1
22;4;12;9;5;10;4;2;1;20;0
34;4;9;11;1;13;5;2;1;40;0
32;4;12;9;3;7;1;2;0;40;1
35;1;16;10;1;1;2;2;1;50;0
36;4;1;6;5;3;2;2;0;40;0
24;4;12;9;5;4;5;2;0;40;0
60;4;7;5;3;3;1;2;0;40;0
28;?;10;13;5;;2;2;1;43;0
64;4;12;9;1;3;5;2;0;20;0
22;4;12;9;5;12;5;2;1;35;0
27;4;5;3;5;9;2;2;1;65;0
36;7;16;10;1;14;2;2;0;60;0
27;4;12;9;5;12;5;1;1;30;0
52;4;16;10;7;12;2;2;1;40;0
57;6;12;9;3;5;1;2;0;45;0
23;4;16;10;5;1;2;4;0;24;0
29;6;12;9;3;7;1;2;0;40;0
34;4;12;9;5;14;2;1;0;80;0
38;4;12;9;5;8;5;1;1;30;0
50;6;12;9;3;5;1;2;0;84;1
50;4;2;7;3;14;1;2;0;40;0
51;6;10;13;3;4;6;2;1;40;1
17;5;1;6;5;3;4;2;0;40;0
25;4;2;7;4;6;2;2;1;40;0
19;4;12;9;3;3;1;2;0;40;0
43;6;12;9;3;3;1;2;0;40;0
59;4;16;10;6;12;2;2;0;60;1
39;4;13;14;5;10;2;2;0;40;0
18;4;7;5;5;7;4;2;0;40;0
27;4;13;14;5;4;4;2;1;40;0
39;4;9;11;5;5;2;2;0;60;0
44;4;10;13;3;12;1;2;0;40;1
19;4;12;9;5;1;3;2;1;35;0
32;2;12;9;5;8;4;2;0;40;0
48;4;12;9;3;3;1;2;0;40;1
46;4;8;12;3;12;1;2;0;50;0
65;4;2;7;7;12;3;2;1;20;0
57;5;10;13;3;10;1;2;0;45;1
48;4;12;9;5;8;5;1;1;32;0
46;4;6;4;3;8;1;4;0;40;0
27;4;1;6;3;6;1;2;0;40;0
29;2;16;10;3;11;1;2;0;40;1
21;?;12;9;5;;5;1;1;25;0
20;?;16;10;5;;4;2;1;12;0
51;?;12;9;3;;1;2;0;40;0
35;5;16;10;3;12;1;2;0;40;0
29;6;12;9;3;5;1;2;0;70;0
30;2;16;10;3;11;1;2;0;40;1
65;4;12;9;7;8;2;2;1;15;0
20;?;12;9;4;;2;2;1;35;0
47;1;16;10;3;1;1;2;0;40;0
41;4;12;9;1;3;5;2;0;40;0
17;4;7;5;5;3;4;2;1;16;0
38;2;5;3;3;6;3;2;0;40;0
38;2;13;14;3;10;1;2;0;40;1
39;6;12;9;5;12;3;2;1;4;0
24;?;12;9;6;;2;2;1;38;0
52;4;1;6;3;7;1;2;0;41;0
46;6;16;10;3;4;1;2;0;58;1
22;4;10;13;5;4;2;2;1;30;0
56;4;13;14;5;12;2;2;0;50;0
37;6;2;7;1;10;5;1;1;30;0
59;4;10;13;1;12;2;2;0;55;1
19;6;2;7;3;3;4;2;0;55;0
31;4;7;5;5;3;2; Other;0;45;0
22;4;16;10;5;12;2;4;0;20;0
48;6;11;16;5;10;5;2;1;60;1
63;5;10;13;3;4;1;2;0;60;0
33;4;12;9;3;4;1;2;0;45;1
53;4;12;9;5;5;2;2;0;10;0
38;4;9;11;3;3;1;2;0;40;1
39;4;8;12;3;12;1;2;0;24;0
59;4;15;15;4;10;5;2;0;50;0
45;4;12;9;3;7;1;2;0;40;0
39;4;16;10;1;1;2;2;1;45;0
60;7;12;9;7;1;2;2;1;35;0
38;4;10;13;1;10;5;2;1;56;0
31;4;12;9;1;1;2;2;0;40;0
61;6;10;13;3;10;1;2;0;50;1
66;?;10;13;3;;1;2;0;24;0
26;4;10;13;5;12;2;4;0;20;0
60;5;15;15;3;10;1;2;0;80;1
68;?;6;4;7;;2;2;1;15;0
32;4;16;10;1;4;3;2;0;60;0
25;2;10;13;5;4;2;2;1;20;0
43;2;12;9;3;4;1;2;0;40;0
26;?;10;13;5;;4;2;0;44;0
55;4;13;14;3;4;1;2;0;55;1
66;4;1;6;7;14;2;2;1;11;0
31;4;12;9;3;3;1;2;0;40;0
35;4;5;3;3;7;1;4;0;50;0
58;5;15;15;5;10;2;2;0;40;1
56;4;13;14;3;10;1;2;0;40;1
22;4;16;10;5;8;4;2;0;16;0
46;2;10;13;3;4;1;1;0;40;1
33;4;16;10;3;8;6;2;1;35;0
26;7;13;14;3;10;1;2;0;30;0
42;6;10;13;3;5;1;2;0;50;0
45;4;12;9;5;8;4;2;1;40;0
43;4;16;10;3;10;6; Other;1;6;0
19;4;2;7;5;12;4;2;0;20;0
27;4;10;13;5;4;4;2;1;99;0
51;4;12;9;3;12;1;2;0;40;1
42;4;12;9;5;14;4;2;0;40;0
43;6;16;10;3;12;1;2;0;50;1
38;4;10;13;3;13;1;2;0;45;1
44;4;12;9;1;1;5;2;1;40;0
36;4;12;9;3;3;1;2;0;64;1
37;4;12;9;3;8;6;4;1;60;0
29;4;10;13;5;4;2;2;0;50;1
53;?;12;9;1;;2;2;1;40;0
42;6;10;13;4;4;2;2;0;45;0
80;4;16;10;7;1;2;2;1;20;0
61;4;2;7;3;14;1;2;0;40;0
55;4;16;10;3;3;1;2;0;52;0
20;4;16;10;5;8;4;2;1;25;0
23;4;12;9;5;3;5;2;0;40;0
48;1;16;10;3;3;1;2;0;40;1
24;4;10;13;5;4;4;2;1;50;0
71;7;12;9;3;3;1;1;0;40;0
49;4;2;7;3;8;6;2;1;6;0
39;1;12;9;5; Armed-Forces;2;2;0;50;0
22;4;10;13;5;1;4;2;1;25;0
67;1;10;13;7;1;2;2;1;40;0
18;4;12;9;5;12;4;2;1;25;0
38;4;10;13;3;4;1;2;0;54;1
38;?;6;4;3;;1;2;0;45;0
50;4;12;9;1;1;2;2;1;40;0
56;6;8;12;3;5;6;2;1;40;0
23;4;16;10;5;8;2;2;1;20;0
26;4;16;10;3;14;1;2;0;40;0
32;4;12;9;3;7;1;2;0;40;0
44;4;10;13;5;10;4;2;0;40;1
27;4;12;9;4;5;4;2;1;40;0
40;2;16;10;3;11;1;2;0;40;1
43;4;8;12;3;6;1;2;0;60;0
31;7;16;10;3;3;1;2;0;35;1
57;4;16;10;3;3;1;2;0;40;1
25;4;10;13;5;4;2;2;0;35;0
22;4;9;11;5;8;4;1;1;36;0
20;2;9;11;5;1;4;2;1;35;0
27;4;12;9;3;12;6;2;1;40;0
39;4;16;10;1;4;5;2;1;40;0
27;7;13;14;5;10;2;2;0;40;0
41;2;12;9;6;14;4;2;0;40;0
31;2;10;13;5;10;2;2;0;45;0
41;4;8;12;3;12;1;2;0;20;0
25;4;10;13;5;4;2;2;0;40;0
29;7;8;12;5;10;2;1;0;40;1
22;4;12;9;3;8;4;2;0;50;0
62;4;6;4;3;11;1;2;0;91;0
29;1;12;9;1;4;2; Other;1;40;0
44;4;16;10;3;4;6;2;1;70;1
32;4;10;13;3;1;6;2;1;2;0
19;?;12;9;5;;5;1;1;40;0
20;4;9;11;5;7;5;2;1;40;0
65;7;16;10;3;7;1;1;0;40;1
24;4;12;9;5;6;2;2;1;36;0
37;6;13;14;3;4;1;2;0;50;1
43;2;12;9;1;13;2;1;1;40;0
38;6;10;13;3;12;6;2;1;60;1
28;4;8;12;5;12;4;2;1;35;0
33;4;12;9;5;6;4;2;0;40;0
32;4;12;9;3;1;6;2;1;40;1
38;4;13;14;3;4;1;2;0;45;1
33;4;16;10;1;13;2;2;1;40;0
42;6;10;13;3;4;1;2;0;60;1
27;4;12;9;5;3;2;2;0;40;0
41;4;12;9;1;6;5;2;0;40;0
47;2;13;14;3;10;1;2;0;60;1
55;4;2;7;3;4;1;2;0;45;0
30;6;16;10;5;3;4;2;0;8;0
54;4;16;10;7;3;5;2;1;50;0
40;4;10;13;3;1;1;2;0;40;1
21;4;12;9;5;1;2;2;1;40;0
34;4;10;13;1;3;5;2;1;25;0
30;4;10;13;3;10;1;2;0;40;1
31;4;16;10;5;1;2;2;1;45;0
22;4;12;9;5;14;2;2;0;37;0
37;4;12;9;3;8;1;1;0;40;1
41;?;7;5;3;;6;4;1;40;0
52;2;13;14;5;10;4;2;1;40;0
57;5;16;10;3;10;1;2;0;40;0
48;4;16;10;1;1;2;2;1;48;0
58;4;12;9;3;4;1;2;0;40;1
35;6;7;5;3;3;1;2;0;50;0
40;4;12;9;5;4;2;2;1;45;0
30;4;12;9;1;12;2;2;1;25;0
26;6;12;9;3;4;1;2;0;40;0
46;6;12;9;3;10;1;2;0;60;0
26;1;16;10;3;1;1;1;0;40;0
50;1;10;13;1;10;5;1;1;40;0
22;4;12;9;3;14;1;2;0;50;1
36;4;13;14;7;13;5;4;1;40;0
30;4;12;9;3;12;1;2;0;52;1
58;4;8;12;3;4;1;2;0;50;1
17;?;2;7;5;;4;2;0;40;0
72;4;9;11;6;8;5;2;1;25;0
19;4;12;9;5;1;2;2;1;40;0
29;4;6;4;3;8;6;2;1;40;0
20;?;12;9;5;;4;1;1;25;0
30;4;16;10;3;3;1;2;0;40;0
47;6;16;10;1;8;5;2;1;45;0
51;4;16;10;3;10;1;2;0;45;1
26;4;1;6;3;6;1;2;0;40;0
24;4;16;10;5;4;2;2;0;42;0
44;4;13;14;1;12;2;2;0;24;0
43;4;12;9;3;4;1;2;0;50;1
35;4;10;13;5;4;2;2;0;50;0
51;4;12;9;3;13;1;2;0;50;1
41;4;12;9;3;4;1;2;0;40;1
38;4;16;10;1;1;5; Other;1;40;0
39;7;12;9;3;1;6;4;1;20;0
54;4;1;6;6;12;5;2;1;43;0
62;4;12;9;5;3;2;2;0;40;0
45;4;11;16;3;4;1;2;0;60;0
30;4;12;9;5;4;4;1;1;35;0
32;4;12;9;3;3;1;2;0;40;0
23;6;12;9;1;8;2;2;1;40;0
84;2;9;11;7;1;2;2;1;14;0
46;4;10;13;5;10;4;2;0;60;0
67;2;13;14;1;1;2;2;1;40;0
29;4;10;13;3;10;1;2;0;40;1
33;4;9;11;5;4;2;2;0;55;1
23;4;16;10;3;13;1;2;0;42;0
63;?;12;9;3;;1;2;0;55;1
55;?;12;9;6;;2;1;1;40;0
42;7;15;15;1;10;5;2;1;40;0
17;4;2;7;5;8;4;3;1;20;0
60;4;5;3;3;14;1;2;0;40;0
31;4;3;8;1;14;4;2;0;40;0
28;4;6;4;5;1;4;2;0;40;0
31;4;7;5;3;6;1;1;0;48;0
65;?;10;13;3;;1;2;0;40;1
31;4;10;13;5;4;2;2;0;50;1
61;4;12;9;1;6;2;1;1;40;0
43;7;15;15;3;10;1;2;0;50;1
40;7;16;10;5;1;5;1;1;49;0
39;4;12;9;5;4;2;2;0;40;0
37;2;16;10;4;1;5;1;1;27;0
47;4;16;10;3;3;1;3;0;40;0
45;1;16;10;3;14;1;2;0;65;1
30;4;12;9;3;3;1;2;0;60;0
30;6;15;15;5;10;4;2;0;40;0
49;4;16;10;1;10;2;2;0;44;1
51;2;12;9;3;3;1;2;0;40;1
31;4;10;13;5;10;2;2;1;72;1
48;5;10;13;3;4;6;2;1;25;1
20;4;16;10;5;1;4;4;1;30;0
32;4;12;9;3;4;1;2;0;40;1
31;?;16;10;5;;5;1;1;40;0
19;4;12;9;5;1;2;2;0;25;0
50;4;13;14;1;4;2;2;1;35;0
33;4;12;9;3;4;1;2;0;50;0
25;?;10;13;5;;4;2;0;20;0
49;4;12;9;1;3;2;2;0;40;0
30;4;16;10;3;14;1;2;0;40;0
23;4;10;13;5;12;2;2;0;40;0
44;4;11;16;3;4;6;2;1;32;1
24;4;9;11;5;12;5;2;0;5;0
28;4;9;11;5;1;2;4;1;45;0
56;4;12;9;1;1;5;2;1;40;0
38;4;12;9;5;1;2;2;1;38;0
20;4;16;10;5;1;4;2;1;20;0
82;4;12;9;7;4;2;2;1;18;0
52;1;10;13;3;11;1;2;0;60;1
32;4;16;10;5;3;2;1;0;40;0
37;4;9;11;6;10;5;2;1;32;0
36;4;10;13;3;10;1;2;0;40;1
39;4;10;13;3;1;1;2;0;40;1
30;4;12;9;3;3;4;4;0;40;0
49;2;12;9;3;11;1;2;0;56;0
40;2;9;11;1;4;5;2;1;40;0
42;4;2;7;3;14;1;2;0;45;0
35;4;10;13;5;10;2;2;0;40;0
39;4;12;9;1;8;5;2;1;81;0
32;2;9;11;4;3;2;2;0;40;0
22;4;2;7;5;3;2;2;0;50;0
53;2;16;10;1;1;2;2;1;40;0
25;4;12;9;5;1;2;2;0;40;0
17;3;1;6;5;;4;2;0;30;0
44;4;12;9;3;3;1;2;0;70;1
52;4;13;14;3;10;1;2;0;40;1
42;7;12;9;3;14;1;3;0;40;0
34;4;2;7;3;14;1;2;0;50;0
27;4;16;10;3;7;1;2;0;40;0
37;4;12;9;5;7;2;1;0;40;0
39;7;13;14;3;10;3; Other;1;38;1
26;4;12;9;3;10;1;2;0;40;0
48;4;13;14;3;4;6;2;1;38;1
57;4;12;9;1;12;5;2;1;28;0
36;6;9;11;6;4;2;2;0;48;0
27;4;10;13;5;12;2;2;1;40;0
17;4;2;7;5;6;4;2;0;15;0
30;4;5;3;3;3;1;2;0;40;0
37;4;9;11;3;1;6;1;1;48;1
31;2;10;13;5;12;4;2;1;40;0
23;4;8;12;5;1;2;2;1;20;0
32;4;1;6;5;3;3;2;0;45;0
58;4;12;9;3;12;1;2;0;40;1
31;4;12;9;5;8;5;2;1;8;0
44;4;10;13;3;4;1;1;0;40;1
39;1;10;13;1;13;5;1;1;40;0
59;4;12;9;3;3;1;2;0;45;1
42;4;10;13;3;14;1;2;0;48;1
45;4;12;9;3;1;1;2;0;35;0
20;4;12;9;5;3;2;2;0;35;0
35;4;12;9;3;1;1;2;0;40;0
50;4;8;12;3;13;1;1;0;40;0
56;4;12;9;5;6;4;2;0;28;0
48;4;9;11;3;12;1;2;0;40;1
58;6;13;14;7;8;2;2;1;15;0
32;4;9;11;3;3;1;2;0;50;0
23;4;16;10;5;12;4;2;1;12;0
48;4;12;9;1;7;2;2;0;40;0
33;4;12;9;1;11;2;2;0;70;0
48;4;10;13;5;10;2;2;1;45;0
55;4;12;9;7;8;2;2;1;35;0
40;2;9;11;5;4;5;3;1;40;0
50;4;16;10;3;10;1;2;0;40;0
52;6;1;6;3;3;1;2;0;35;0
19;4;12;9;5;8;2;2;1;30;0
55;6;1;6;3;12;1;2;0;50;1
36;6;15;15;3;12;1;2;0;30;1
39;4;10;13;6;10;5;4;1;40;1
22;4;16;10;5;1;5;2;1;40;0
44;4;10;13;3;4;1;2;0;50;1
34;4;12;9;1;3;2;2;0;38;0
33;4;16;10;3;8;1;2;0;50;0
55;4;13;14;1;10;2;2;1;40;1
35;4;13;14;3;4;1;2;0;45;1
50;4;2;7;7;7;2;2;1;40;0
43;4;16;10;1;1;5;1;1;40;0
29;4;9;11;5;13;2;2;0;40;0
56;4;16;10;3;14;1;1;0;40;0
33;4;10;13;3;10;1;2;0;40;1
24;4;12;9;3;12;1;2;0;50;0
46;4;9;11;1;12;5;2;1;40;0
60;5;12;9;3;1;6;2;1;15;1
48;5;13;14;3;8;1;2;0;40;0
65;2;2;7;3;14;1;2;0;35;0
29;4;12;9;5;6;2;2;0;40;0
42;4;12;9;3;14;1;2;0;43;0
44;4;15;15;3;10;1;2;0;50;1
73;6;16;10;3;12;1;2;0;6;1
21;4;16;10;5;13;2;2;1;50;0
32;5;12;9;3;5;1;2;0;55;1
43;1;13;14;3;11;1;2;0;35;1
21;4;12;9;5;3;2;1;0;32;0
30;4;16;10;6;14;2;2;0;20;0
54;4;10;13;3;13;1;2;0;48;0
19;4;16;10;5;8;4;2;1;15;0
55;7;16;10;3;1;6;2;1;37;0
20;4;16;10;5;12;4;2;1;28;0
53;4;10;13;3;4;1;2;0;40;0
51;4;13;14;5;10;2;2;0;55;1
33;4;12;9;3;14;1;2;0;40;0
62;4;16;10;7;9;5;2;1;40;0
24;6;12;9;5;8;4;2;0;30;0
17;5;7;5;5;12;4;2;1;40;0
26;4;16;10;5;1;2;2;1;45;0
36;4;12;9;1;3;2;2;0;40;0
32;4;1;6;3;4;6;2;1;35;0
58;4;11;16;3;10;1;2;0;50;1
38;4;10;13;3;13;1;2;0;40;1
72;4;12;9;4;7;5;2;0;40;0
26;1;12;9;1;1;4;2;1;40;0
45;?;12;9;7;;5;2;1;38;0
72;?;9;11;7;;2;2;1;30;0
60;4;16;10;3;4;1;2;0;40;1
27;4;12;9;3;12;1;2;0;50;0
38;4;9;11;3;7;1;2;0;48;1
37;5;16;10;3;12;1;2;0;44;1
28;4;16;10;5;1;4;2;0;40;0
38;5;10;13;3;12;1;2;0;40;1
29;4;12;9;3;12;1;2;0;60;1
19;4;12;9;5;8;4;2;1;40;0
28;4;10;13;5;6;3;2;0;25;0
70;?;10;13;1;;2;2;1;7;0
40;6;12;9;3;3;1;2;0;50;1
26;4;9;11;1;3;4;2;0;40;0
43;4;8;12;3;12;1;1;0;60;0
29;4;16;10;3;1;6;2;1;40;1
25;1;16;10;3;11;1;1;0;40;0
29;4;12;9;3;7;1;1;0;40;1
60;4;4;2;1;3;2; Other;0;38;0
31;4;10;13;3;1;6;2;1;40;0
51;2;6;4;3;14;1;2;0;40;0
18;4;16;10;5;1;4;2;1;15;0
36;4;10;13;1;13;5;2;0;20;0
35;4;10;13;3;1;1;4;0;40;1
48;4;10;13;1;1;4;2;0;38;1
78;6;6;4;3;5;1;2;0;25;0
72;4;10;13;3;11;1;2;0;17;0
24;4;16;10;5;4;4;2;0;40;0
58;?;2;7;3;;1;2;0;16;0
36;4;2;7;5;11;2;1;0;40;1
48;4;16;10;3;6;1;2;0;30;0
28;4;12;9;1;1;2;2;1;40;0
26;4;13;14;5;8;4;2;1;40;0
29;4;10;13;5;12;2;2;1;60;0
47;4;5;3;3;8;1;1;0;40;0
50;4;10;13;1;4;2;2;1;50;1
35;1;5;3;5;3;2;2;0;40;0
17;4;2;7;5;14;4;2;0;20;0
41;4;16;10;3;3;1;2;0;48;1
37;4;12;9;3;14;1;2;0;42;0
35;2;12;9;3;8;1;3;0;40;0
56;4;6;4;3;3;1;2;0;40;0
23;4;16;10;3;14;1;2;0;40;0
33;4;8;12;1;10;5;2;1;32;0
79;5;12;9;3;4;1;2;0;40;1
28;4;10;13;5;10;2;1;0;40;0
55;4;2;7;1;12;4;2;1;20;0
59;7;13;14;3;10;1;2;0;50;0
22;4;10;13;5;10;4;2;1;40;0
19;4;2;7;5;12;4;4;1;19;0
41;4;5;3;4;5;2;2;0;35;0
32;4;9;11;3;1;1;2;0;40;0
67;?;6;4;3;;1;2;0;40;0
45;4;12;9;1;8;5;2;1;35;0
61;4;5;3;3;5;3;2;1;45;0
34;4;10;13;5;12;2;2;1;40;0
43;6;9;11;3;3;1;2;0;40;0
38;4;10;13;3;1;1;2;0;50;1
35;4;11;16;3;10;1;2;0;60;0
65;4;12;9;1;11;2;2;0;20;0
24;4;10;13;3;4;1;2;0;55;1
37;4;12;9;3;1;1;2;0;40;0
34;6;16;10;3;5;1;2;0;50;0
42;4;12;9;3;14;1;2;0;60;1
18;4;6;4;5;8;4;2;1;40;0
43;1;16;10;7;4;5;3;1;15;0
31;4;16;10;3;8;1;2;0;40;1
19;4;16;10;5;12;4;2;1;20;0
40;5;16;10;3;4;1;4;0;50;0
32;4;10;13;3;10;1;2;0;40;0
47;4;16;10;3;4;1;2;0;40;1
32;2;16;10;3;14;1;2;0;40;0
46;5;11;16;6;10;2;2;0;35;0
40;4;10;13;3;4;1;2;0;65;1
36;4;10;13;5;3;2;2;0;35;0
33;4;9;11;3;12;1;2;0;36;0
23;7;5;3;5;14;2;2;0;35;0
21;4;1;6;6;7;4;2;0;40;0
40;4;12;9;3;8;6;1;1;32;0
53;7;11;16;3;10;1;2;0;50;1
20;?;16;10;5;;4;2;0;15;0
53;6;16;10;3;14;1;2;0;72;0
58;4;7;5;3;6;1;1;0;60;0
51;4;12;9;3;12;1;2;0;55;1
31;4;12;9;3;8;1;2;0;65;0
35;6;12;9;3;3;1;2;0;40;0
23;?;2;7;5;;4;3;0;40;0
31;2;16;10;1;1;2;2;1;35;0
21;4;16;10;5;8;5;2;1;35;0
39;6;13;14;3;3;1;2;0;55;1
36;4;15;15;3;10;6;2;1;45;1
51;4;1;6;3;3;1;2;0;40;1
18;4;2;7;5;8;4;2;0;12;0
32;4;16;10;1;1;2;2;0;48;0
56;4;10;13;1;8;2;2;1;32;0
